title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
Driving the Limits of Time,27351,2020-07-27T08:21:49,Slavery,contribution,keywords,"['1951', 'the first day', 'days', 'the 1700s', '2015', 'the early nineteenth century', 'around 2,000 years ago', '2017', '180 million years ago', 'October 19, 2019', '1804', '2019', '18 June', '2019', '2017', '2020', '2010', '2016', '1722', 'the 1940s', 'thousands of years', 'the day']",22
Driving the Limits of Time,27351,2020-07-27T08:21:49,Time,contribution,keywords,"['1951', 'the first day', 'days', 'the 1700s', '2015', 'the early nineteenth century', 'around 2,000 years ago', '2017', '180 million years ago', 'October 19, 2019', '1804', '2019', '18 June', '2019', '2017', '2020', '2010', '2016', '1722', 'the 1940s', 'thousands of years', 'the day']",22
Eating the Anthropocene,4274,2019-08-25T15:41:58,Agriculture,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Biodiversity,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Deep time,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Extinction,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,History,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Human-animal relations,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Human-environment relations,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Landscape,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Metabolism,contribution,keywords,"['March 10, 2019']",1
Eating the Anthropocene,4274,2019-08-25T15:41:58,Socio-ecological design,contribution,keywords,"['March 10, 2019']",1
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Economy,contribution,keywords,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Governance,contribution,keywords,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Human-environment relations,contribution,keywords,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Economic Framing: Environmental Governance and Teaching Pluralist Economics,19020,2016-04-23T09:25:31,Technosphere,contribution,keywords,"['1 (2002', '2012', '1997', '2011', '2016', 'August 30, 2016', '1998', '2014', 'August 30, 2016', '2015']",10
Edible Encounters,24328,2020-04-30T09:36:42,Agriculture,contribution,keywords,"['some 5,000 years', '1997', '1995', 'today', 'the last century', 'early as 3,000 years ago', 'seven hours', '2019', 'winter', 'around 1000 years ago', 'the summer', 'today', 'early October', '10,000 years ago', 'Winter 2001', 'thousands of years', 'annual', 'Four-year-olds and', 'forty-year-olds', 'this year', '2020', 'one hundred years', 'days long ago']",23
Edible Encounters,24328,2020-04-30T09:36:42,Biodiversity,contribution,keywords,"['some 5,000 years', '1997', '1995', 'today', 'the last century', 'early as 3,000 years ago', 'seven hours', '2019', 'winter', 'around 1000 years ago', 'the summer', 'today', 'early October', '10,000 years ago', 'Winter 2001', 'thousands of years', 'annual', 'Four-year-olds and', 'forty-year-olds', 'this year', '2020', 'one hundred years', 'days long ago']",23
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Complexity,contribution,keywords,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Deep time,contribution,keywords,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Human-environment relations,contribution,keywords,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Sedimentation,contribution,keywords,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Statigraphy,contribution,keywords,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Environing Technology,10696,2017-10-22T09:00:20,Biosphere,contribution,keywords,['the 20th century'],1
Environing Technology,10696,2017-10-22T09:00:20,Human-environment relations,contribution,keywords,['the 20th century'],1
Environing Technology,10696,2017-10-22T09:00:20,Infrastructure,contribution,keywords,['the 20th century'],1
Environing Technology,10696,2017-10-22T09:00:20,Technoscience,contribution,keywords,['the 20th century'],1
Environmental Geochemistry of River Sediments,4516,2019-08-26T12:24:06,Human-environment relations,contribution,keywords,"['annual', 'A quarter century', '1993', '2010', '137Cs, 210Pb']",5
Environmental Geochemistry of River Sediments,4516,2019-08-26T12:24:06,Sedimentation,contribution,keywords,"['annual', 'A quarter century', '1993', '2010', '137Cs, 210Pb']",5
Environmental Geochemistry of River Sediments,4516,2019-08-26T12:24:06,Statigraphy,contribution,keywords,"['annual', 'A quarter century', '1993', '2010', '137Cs, 210Pb']",5
Environmental Geochemistry of River Sediments,4516,2019-08-26T12:24:06,Water,contribution,keywords,"['annual', 'A quarter century', '1993', '2010', '137Cs, 210Pb']",5
"Exhibition Opening at G-CADD, ST. Louis",4344,2019-08-25T16:17:03,Climate change,contribution,keywords,"['March 10, 2019']",1
"Exhibition Opening at G-CADD, ST. Louis",4344,2019-08-25T16:17:03,Epistemology,contribution,keywords,"['March 10, 2019']",1
"Exhibition Opening at G-CADD, ST. Louis",4344,2019-08-25T16:17:03,Water,contribution,keywords,"['March 10, 2019']",1
Extracts and Exclusions,29819,2020-11-20T12:26:14,Extraction,contribution,keywords,"['October 27, 2020']",1
Extracts and Exclusions,29819,2020-11-20T12:26:14,Knowledge production,contribution,keywords,"['October 27, 2020']",1
Extracts and Exclusions,29819,2020-11-20T12:26:14,Violence,contribution,keywords,"['October 27, 2020']",1
Feeling/Following: Creative Experiments and Material Play,22446,2014-11-23T14:49:11,Affect,contribution,keywords,"['1976', '2011', '1997', '2014', '1998', '2002', '247‒60', '2004', '2007', '1991', '2004', '2007', '1997']",13
Feeling/Following: Creative Experiments and Material Play,22446,2014-11-23T14:49:11,Disciplinarity,contribution,keywords,"['1976', '2011', '1997', '2014', '1998', '2002', '247‒60', '2004', '2007', '1991', '2004', '2007', '1997']",13
Feeling/Following: Creative Experiments and Material Play,22446,2014-11-23T14:49:11,Violence,contribution,keywords,"['1976', '2011', '1997', '2014', '1998', '2002', '247‒60', '2004', '2007', '1991', '2004', '2007', '1997']",13
Financialization as a Parody,30624,2018-08-19T13:01:58,Care,contribution,keywords,[],0
Financialization as a Parody,30624,2018-08-19T13:01:58,Migration,contribution,keywords,[],0
Forecasting Earth Futures,11699,2018-11-07T15:49:04,Future,contribution,keywords,"['the early 20th century', '1950', '2010', '2015', '2013', '2013']",6
Forecasting Earth Futures,11699,2018-11-07T15:49:04,Imaginary,contribution,keywords,"['the early 20th century', '1950', '2010', '2015', '2013', '2013']",6
Forecasting Earth Futures,11699,2018-11-07T15:49:04,Model,contribution,keywords,"['the early 20th century', '1950', '2010', '2015', '2013', '2013']",6
Forecasting Earth Futures,11699,2018-11-07T15:49:04,Scenario,contribution,keywords,"['the early 20th century', '1950', '2010', '2015', '2013', '2013']",6
Fort Snelling&#8217;s Deep Time Stories,17250,2020-02-10T09:25:58,Anthropos,contribution,keywords,"['1847–1848', 'bicentennial', '2020', '1820', 'autumn 2019', 'daily', '2008', 'week', 'Dec 25, 2013', 'A decade later', 'May 2019', 'nearly 10,000 years', '1860', '1862–63', 'the winter of 1862–63', 'fifteen years', 'bicentennial', '1957', '1860', '1862', 'today', 'May 21, 2019', 'daily', '1847–1855']",24
Fort Snelling&#8217;s Deep Time Stories,17250,2020-02-10T09:25:58,History,contribution,keywords,"['1847–1848', 'bicentennial', '2020', '1820', 'autumn 2019', 'daily', '2008', 'week', 'Dec 25, 2013', 'A decade later', 'May 2019', 'nearly 10,000 years', '1860', '1862–63', 'the winter of 1862–63', 'fifteen years', 'bicentennial', '1957', '1860', '1862', 'today', 'May 21, 2019', 'daily', '1847–1855']",24
Fort Snelling&#8217;s Deep Time Stories,17250,2020-02-10T09:25:58,Human-environment relations,contribution,keywords,"['1847–1848', 'bicentennial', '2020', '1820', 'autumn 2019', 'daily', '2008', 'week', 'Dec 25, 2013', 'A decade later', 'May 2019', 'nearly 10,000 years', '1860', '1862–63', 'the winter of 1862–63', 'fifteen years', 'bicentennial', '1957', '1860', '1862', 'today', 'May 21, 2019', 'daily', '1847–1855']",24
Fort Snelling&#8217;s Deep Time Stories,17250,2020-02-10T09:25:58,Indigenous Rights,contribution,keywords,"['1847–1848', 'bicentennial', '2020', '1820', 'autumn 2019', 'daily', '2008', 'week', 'Dec 25, 2013', 'A decade later', 'May 2019', 'nearly 10,000 years', '1860', '1862–63', 'the winter of 1862–63', 'fifteen years', 'bicentennial', '1957', '1860', '1862', 'today', 'May 21, 2019', 'daily', '1847–1855']",24
"Freshkills, New York City",22167,2014-11-23T19:45:13,History,contribution,keywords,"['the mid-twentieth century', '1947', 'fifty-year', '1955', '2001', '1986', '1991', '1996', '2001', '2001', '2006', '2012', 'ten-month', 'thirty years', 'fifty years', 'daily']",16
"Freshkills, New York City",22167,2014-11-23T19:45:13,Naturecultures,contribution,keywords,"['the mid-twentieth century', '1947', 'fifty-year', '1955', '2001', '1986', '1991', '1996', '2001', '2001', '2006', '2012', 'ten-month', 'thirty years', 'fifty years', 'daily']",16
"Freshkills, New York City",22167,2014-11-23T19:45:13,Waste,contribution,keywords,"['the mid-twentieth century', '1947', 'fifty-year', '1955', '2001', '1986', '1991', '1996', '2001', '2001', '2006', '2012', 'ten-month', 'thirty years', 'fifty years', 'daily']",16
From a Living Exhibition to the DMZ,29986,2020-11-24T12:16:18,Ecology,contribution,keywords,"['October 30, 2020']",1
From &#8220;Limits to Growth&#8221; to Chernobyl,22187,2014-11-23T08:49:05,Knowledge infrastructure,contribution,keywords,"['1972', 'the year', '1986', '1972']",4
From &#8220;Limits to Growth&#8221; to Chernobyl,22187,2014-11-23T08:49:05,Model,contribution,keywords,"['1972', 'the year', '1986', '1972']",4
From Valuing Nature to Reclaiming Resources: Handbook,22377,2014-11-23T12:10:34,Biosphere,contribution,keywords,"['2012', '5734', '2011', '1700 to 2000', '2010', '2006', '1998', '2011', '2014', '7404', '2012', '2012', '2007', '2010', '2014', '2015', '2015', '11/01/2015', 'July 24, 2006', '11/01/2015', '2015', '1992', '2012', '2007', '2013', 'millions of years', 'the year 2000', '2014', '2011', '2015', '2012', '2011', '2011', '5967', '2010', '2006', '2011', '6010', '2010', '1194442', '2015', 'recent years', '2015', '2010', 'January 24, 2014', '2014', '2014', '161–70', '2014', '2014', '2013', '2009', 'daily', '2050', '1972', '30-year', '2005', '30 years', 'the 21st Century', '2013', '11/02/2015', '21', '1992', '2009', '1162', '2009', '2011', '2012', '787‒94', '2014', '2014', 'May 8‒9, 2014', '2009', '2011', '2010', '11/02/2015', '2006', '11/02/2015', '1982', '1941', '2011', 'today', 'post-2015', '2006', '2014', '2012', '11/02/2015', '2014', '11/02/2015', '7548', '2015', '2015', '11/02/2015', '2004', '2004', '2014', '1784', '2013', '2007', '1910', '11/02/2015', '2012', '2011', 'September 5‒7, 2014']",104
From Valuing Nature to Reclaiming Resources: Handbook,22377,2014-11-23T12:10:34,Capitalism,contribution,keywords,"['2012', '5734', '2011', '1700 to 2000', '2010', '2006', '1998', '2011', '2014', '7404', '2012', '2012', '2007', '2010', '2014', '2015', '2015', '11/01/2015', 'July 24, 2006', '11/01/2015', '2015', '1992', '2012', '2007', '2013', 'millions of years', 'the year 2000', '2014', '2011', '2015', '2012', '2011', '2011', '5967', '2010', '2006', '2011', '6010', '2010', '1194442', '2015', 'recent years', '2015', '2010', 'January 24, 2014', '2014', '2014', '161–70', '2014', '2014', '2013', '2009', 'daily', '2050', '1972', '30-year', '2005', '30 years', 'the 21st Century', '2013', '11/02/2015', '21', '1992', '2009', '1162', '2009', '2011', '2012', '787‒94', '2014', '2014', 'May 8‒9, 2014', '2009', '2011', '2010', '11/02/2015', '2006', '11/02/2015', '1982', '1941', '2011', 'today', 'post-2015', '2006', '2014', '2012', '11/02/2015', '2014', '11/02/2015', '7548', '2015', '2015', '11/02/2015', '2004', '2004', '2014', '1784', '2013', '2007', '1910', '11/02/2015', '2012', '2011', 'September 5‒7, 2014']",104
From Valuing Nature to Reclaiming Resources: Handbook,22377,2014-11-23T12:10:34,Economy,contribution,keywords,"['2012', '5734', '2011', '1700 to 2000', '2010', '2006', '1998', '2011', '2014', '7404', '2012', '2012', '2007', '2010', '2014', '2015', '2015', '11/01/2015', 'July 24, 2006', '11/01/2015', '2015', '1992', '2012', '2007', '2013', 'millions of years', 'the year 2000', '2014', '2011', '2015', '2012', '2011', '2011', '5967', '2010', '2006', '2011', '6010', '2010', '1194442', '2015', 'recent years', '2015', '2010', 'January 24, 2014', '2014', '2014', '161–70', '2014', '2014', '2013', '2009', 'daily', '2050', '1972', '30-year', '2005', '30 years', 'the 21st Century', '2013', '11/02/2015', '21', '1992', '2009', '1162', '2009', '2011', '2012', '787‒94', '2014', '2014', 'May 8‒9, 2014', '2009', '2011', '2010', '11/02/2015', '2006', '11/02/2015', '1982', '1941', '2011', 'today', 'post-2015', '2006', '2014', '2012', '11/02/2015', '2014', '11/02/2015', '7548', '2015', '2015', '11/02/2015', '2004', '2004', '2014', '1784', '2013', '2007', '1910', '11/02/2015', '2012', '2011', 'September 5‒7, 2014']",104
From Valuing Nature to Reclaiming Resources: Handbook,22377,2014-11-23T12:10:34,Extraction,contribution,keywords,"['2012', '5734', '2011', '1700 to 2000', '2010', '2006', '1998', '2011', '2014', '7404', '2012', '2012', '2007', '2010', '2014', '2015', '2015', '11/01/2015', 'July 24, 2006', '11/01/2015', '2015', '1992', '2012', '2007', '2013', 'millions of years', 'the year 2000', '2014', '2011', '2015', '2012', '2011', '2011', '5967', '2010', '2006', '2011', '6010', '2010', '1194442', '2015', 'recent years', '2015', '2010', 'January 24, 2014', '2014', '2014', '161–70', '2014', '2014', '2013', '2009', 'daily', '2050', '1972', '30-year', '2005', '30 years', 'the 21st Century', '2013', '11/02/2015', '21', '1992', '2009', '1162', '2009', '2011', '2012', '787‒94', '2014', '2014', 'May 8‒9, 2014', '2009', '2011', '2010', '11/02/2015', '2006', '11/02/2015', '1982', '1941', '2011', 'today', 'post-2015', '2006', '2014', '2012', '11/02/2015', '2014', '11/02/2015', '7548', '2015', '2015', '11/02/2015', '2004', '2004', '2014', '1784', '2013', '2007', '1910', '11/02/2015', '2012', '2011', 'September 5‒7, 2014']",104
From Valuing Nature to Reclaiming Resources: Handbook,22377,2014-11-23T12:10:34,Future,contribution,keywords,"['2012', '5734', '2011', '1700 to 2000', '2010', '2006', '1998', '2011', '2014', '7404', '2012', '2012', '2007', '2010', '2014', '2015', '2015', '11/01/2015', 'July 24, 2006', '11/01/2015', '2015', '1992', '2012', '2007', '2013', 'millions of years', 'the year 2000', '2014', '2011', '2015', '2012', '2011', '2011', '5967', '2010', '2006', '2011', '6010', '2010', '1194442', '2015', 'recent years', '2015', '2010', 'January 24, 2014', '2014', '2014', '161–70', '2014', '2014', '2013', '2009', 'daily', '2050', '1972', '30-year', '2005', '30 years', 'the 21st Century', '2013', '11/02/2015', '21', '1992', '2009', '1162', '2009', '2011', '2012', '787‒94', '2014', '2014', 'May 8‒9, 2014', '2009', '2011', '2010', '11/02/2015', '2006', '11/02/2015', '1982', '1941', '2011', 'today', 'post-2015', '2006', '2014', '2012', '11/02/2015', '2014', '11/02/2015', '7548', '2015', '2015', '11/02/2015', '2004', '2004', '2014', '1784', '2013', '2007', '1910', '11/02/2015', '2012', '2011', 'September 5‒7, 2014']",104
From Valuing Nature to Reclaiming Resources: Applications,22698,2014-11-23T16:01:38,Extraction,contribution,keywords,"['2010', '2013', '1979']",3
From Valuing Nature to Reclaiming Resources: Applications,22698,2014-11-23T16:01:38,Speculative,contribution,keywords,"['2010', '2013', '1979']",3
From Valuing Nature to Reclaiming Resources: Applications,22698,2014-11-23T16:01:38,Time,contribution,keywords,"['2010', '2013', '1979']",3
"Gas Flares in the Bakken Oil Fields, Williston, North Dakota, 2013",23921,2014-11-23T11:50:03,Extraction,contribution,keywords,[],0
"Gas Flares in the Bakken Oil Fields, Williston, North Dakota, 2013",23921,2014-11-23T11:50:03,Landscape,contribution,keywords,[],0
Global Systems Simulator (GSS),21999,2014-11-23T13:09:18,Complexity,contribution,keywords,[],0
Global Systems Simulator (GSS),21999,2014-11-23T13:09:18,Human-environment relations,contribution,keywords,[],0
Global Systems Simulator (GSS),21999,2014-11-23T13:09:18,Model,contribution,keywords,[],0
Going Against the Flow,27860,2020-08-08T07:50:58,Capitalism,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Commodities,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Complexity,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Extraction,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Habits,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,History,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Infrastructure,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Slavery,contribution,keywords,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Grinders,29675,2017-04-15T14:14:25,Embodiment,contribution,keywords,[],0
Grinders,29675,2017-04-15T14:14:25,Technosphere,contribution,keywords,[],0
Histories of Disintegration,29830,2020-11-21T12:26:33,Climate change,contribution,keywords,"['October 27, 2020', 'last year’s']",2
Histories of Disintegration,29830,2020-11-21T12:26:33,History,contribution,keywords,"['October 27, 2020', 'last year’s']",2
Histories of Disintegration,29830,2020-11-21T12:26:33,Indigenous Rights,contribution,keywords,"['October 27, 2020', 'last year’s']",2
A Singularity of Time and Place,25454,2020-05-11T12:56:57,Aesthetics,contribution,keywords,"['a late afternoon', 'the last hours', 'seconds']",3
A Singularity of Time and Place,25454,2020-05-11T12:56:57,Time,contribution,keywords,"['a late afternoon', 'the last hours', 'seconds']",3
"How Not What—Power, Time &#038; Landscape",4330,2019-08-25T16:03:10,Landscape,contribution,keywords,"['March 10, 2019']",1
"How Not What—Power, Time &#038; Landscape",4330,2019-08-25T16:03:10,Pollution,contribution,keywords,"['March 10, 2019']",1
Humanities on the Ground,11312,2016-12-13T15:51:46,Knowledge transformation,contribution,keywords,"['December 13–14, 2018', 'December 13–14, 2018', 'today']",3
Humanities on the Ground,11312,2016-12-13T15:51:46,Naturecultures,contribution,keywords,"['December 13–14, 2018', 'December 13–14, 2018', 'today']",3
Hurricane Katrina,21889,2014-11-23T11:16:12,Equality,contribution,keywords,[],0
Hurricane Katrina,21889,2014-11-23T11:16:12,Water,contribution,keywords,[],0
Imagination of the Terra,13278,2017-02-07T14:41:52,Naturecultures,contribution,keywords,"['Jan 26, 2017', 'Jan 26, 2017']",2
Imagine the Anthropocene with a Little Help from the Monster in You&#8230;,23936,2014-11-23T12:08:49,Representation,contribution,keywords,"['1770', 'decades', 'a geological period later', 'today', '1823']",5
Imagining an Economy Based on Care,25468,2020-05-11T13:26:48,Care,contribution,keywords,"['1991', 'two centuries', 'this day', '2019', 'the twentieth century', 'overnight', '1991', '2004', '2014', 'only two hours', 'some fifty years ago']",11
Imagining an Economy Based on Care,25468,2020-05-11T13:26:48,Economy,contribution,keywords,"['1991', 'two centuries', 'this day', '2019', 'the twentieth century', 'overnight', '1991', '2004', '2014', 'only two hours', 'some fifty years ago']",11
Imagining an Economy Based on Care,25468,2020-05-11T13:26:48,Extraction,contribution,keywords,"['1991', 'two centuries', 'this day', '2019', 'the twentieth century', 'overnight', '1991', '2004', '2014', 'only two hours', 'some fifty years ago']",11
Inside the Museum,22880,2014-11-23T11:36:11,Media,contribution,keywords,"['2014', 'Today', 'fifteen years ago']",3
Inside the Museum,22880,2014-11-23T11:36:11,Representation,contribution,keywords,"['2014', 'Today', 'fifteen years ago']",3
Interspecies Accomplices: Cultivating Conspiracy at the Royal Botanic Gardens Victoria,11816,2018-11-07T16:47:37,Agency,contribution,keywords,"['2017', '2090', '1846', 'the nineteenth century', '8211', '8211', '2015', 'many hours', '1770', 'eighteenth-century', '2017', '2015', '2005']",13
Interspecies Accomplices: Cultivating Conspiracy at the Royal Botanic Gardens Victoria,11816,2018-11-07T16:47:37,History,contribution,keywords,"['2017', '2090', '1846', 'the nineteenth century', '8211', '8211', '2015', 'many hours', '1770', 'eighteenth-century', '2017', '2015', '2005']",13
Interspecies Accomplices: Cultivating Conspiracy at the Royal Botanic Gardens Victoria,11816,2018-11-07T16:47:37,Human-environment relations,contribution,keywords,"['2017', '2090', '1846', 'the nineteenth century', '8211', '8211', '2015', 'many hours', '1770', 'eighteenth-century', '2017', '2015', '2005']",13
On Fences: A Collage,22862,2014-11-23T11:12:31,Landscape,contribution,keywords,"['1993', '2004', '1865', '2014']",4
On Fences: A Collage,22862,2014-11-23T11:12:31,Migration,contribution,keywords,"['1993', '2004', '1865', '2014']",4
Fieldwork Matters,24200,2020-06-18T15:52:44,Extraction,contribution,keywords,"['October 23, 2019', 'around noon', 'a few hours', 'April 23, 1940', 'the very first day', 'the night', 'weeks', '2015', 'over the past few years', 'a couple weeks later', '2017', 'The day', 'centuries', 'several thousands years ago', 'today', '1999', '2019', 'the couple days']",18
Fieldwork Matters,24200,2020-06-18T15:52:44,Inequality,contribution,keywords,"['October 23, 2019', 'around noon', 'a few hours', 'April 23, 1940', 'the very first day', 'the night', 'weeks', '2015', 'over the past few years', 'a couple weeks later', '2017', 'The day', 'centuries', 'several thousands years ago', 'today', '1999', '2019', 'the couple days']",18
Fieldwork Matters,24200,2020-06-18T15:52:44,Knowledge production,contribution,keywords,"['October 23, 2019', 'around noon', 'a few hours', 'April 23, 1940', 'the very first day', 'the night', 'weeks', '2015', 'over the past few years', 'a couple weeks later', '2017', 'The day', 'centuries', 'several thousands years ago', 'today', '1999', '2019', 'the couple days']",18
