title,id,time,taxonomy_name,type_of_entry,type_of_taxonomy,temporalEntities,entitiesNumber
Enter Anthropocene: Searching for signal in New Orleans,16900,2020-01-13T10:33:25,Reflection,contribution,methods,"['November 2019', 'a decade', '2019', 'early November', 'two days', 'the year', '2016', 'the early 1950s and 1960s', '1952', '1952', '2019', '2016', 'November 1, 1952', '2017', 'two-day', '2019', '1952', '500 years', 'the date November 2, 1952', '1 week', '1952', 'an uncertainty of 200 years', 'the late 1700s', 'at least a few more years']",24
Environing Technology,10696,2017-10-22T09:00:20,Reflection,contribution,methods,['the 20th century'],1
Environing Technology,10696,2017-10-22T09:00:20,Teaching,contribution,methods,['the 20th century'],1
Environmental Geochemistry of River Sediments,4516,2019-08-26T12:24:06,Case Study,contribution,methods,"['annual', 'A quarter century', '1993', '2010', '137Cs, 210Pb']",5
Environmental Geochemistry of River Sediments,4516,2019-08-26T12:24:06,Field Work,contribution,methods,"['annual', 'A quarter century', '1993', '2010', '137Cs, 210Pb']",5
"Exhibition Opening at G-CADD, ST. Louis",4344,2019-08-25T16:17:03,Reflection,contribution,methods,"['March 10, 2019']",1
Extracts and Exclusions,29819,2020-11-20T12:26:14,Archiving,contribution,methods,"['October 27, 2020']",1
Feeling/Following: Creative Experiments and Material Play,22446,2014-11-23T14:49:11,Experiment,contribution,methods,"['1976', '2011', '1997', '2014', '1998', '2002', '247‒60', '2004', '2007', '1991', '2004', '2007', '1997']",13
Financialization as a Parody,30624,2018-08-19T13:01:58,Film,contribution,methods,[],0
Fort Snelling&#8217;s Deep Time Stories,17250,2020-02-10T09:25:58,Reflection,contribution,methods,"['1847–1848', 'bicentennial', '2020', '1820', 'autumn 2019', 'daily', '2008', 'week', 'Dec 25, 2013', 'A decade later', 'May 2019', 'nearly 10,000 years', '1860', '1862–63', 'the winter of 1862–63', 'fifteen years', 'bicentennial', '1957', '1860', '1862', 'today', 'May 21, 2019', 'daily', '1847–1855']",24
"Freshkills, New York City",22167,2014-11-23T19:45:13,Case Study,contribution,methods,"['the mid-twentieth century', '1947', 'fifty-year', '1955', '2001', '1986', '1991', '1996', '2001', '2001', '2006', '2012', 'ten-month', 'thirty years', 'fifty years', 'daily']",16
From a Living Exhibition to the DMZ,29986,2020-11-24T12:16:18,Case Study,contribution,methods,"['October 30, 2020']",1
From a Living Exhibition to the DMZ,29986,2020-11-24T12:16:18,Experiment,contribution,methods,"['October 30, 2020']",1
From a Living Exhibition to the DMZ,29986,2020-11-24T12:16:18,Field Work,contribution,methods,"['October 30, 2020']",1
From &#8220;Limits to Growth&#8221; to Chernobyl,22187,2014-11-23T08:49:05,Conversation,contribution,methods,"['1972', 'the year', '1986', '1972']",4
From Valuing Nature to Reclaiming Resources: Applications,22698,2014-11-23T16:01:38,Case Study,contribution,methods,"['2010', '2013', '1979']",3
"Gas Flares in the Bakken Oil Fields, Williston, North Dakota, 2013",23921,2014-11-23T11:50:03,Case Study,contribution,methods,[],0
"Gas Flares in the Bakken Oil Fields, Williston, North Dakota, 2013",23921,2014-11-23T11:50:03,Reflection,contribution,methods,[],0
Global Systems Simulator (GSS),21999,2014-11-23T13:09:18,Engagement,contribution,methods,[],0
Global Systems Simulator (GSS),21999,2014-11-23T13:09:18,Modeling,contribution,methods,[],0
Going Against the Flow,27860,2020-08-08T07:50:58,Engagement,contribution,methods,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Field Work,contribution,methods,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Intervention,contribution,methods,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Going Against the Flow,27860,2020-08-08T07:50:58,Teaching,contribution,methods,"['the eighteenth and nineteenth centuries', 'today', 'five years', '1915', '1918', 'the twentieth century', 'centuries', 'winter', 'the second day', 'centuries', '1830-1860', 'the nineteenth century', 'the eighteenth and nineteenth centuries', 'the twentieth century', 'the first day', 'the eighteenth century', '1910', 'the end of the 1920s', 'the years', 'today', 'the beginning of the twentieth century', 'the twentieth century', 'the twentieth century', 'today', 'Today', 'the first day', 'the era of late', '1930s', 'today', 'two-day', 'centuries', 'the first day']",32
Grinders,29675,2017-04-15T14:14:25,Field Study,contribution,methods,[],0
Grinders,29675,2017-04-15T14:14:25,Reflection,contribution,methods,[],0
Grinders,29675,2017-04-15T14:14:25,Storytelling,contribution,methods,[],0
Histories of Disintegration,29830,2020-11-21T12:26:33,Case Study,contribution,methods,"['October 27, 2020', 'last year’s']",2
Histories of Disintegration,29830,2020-11-21T12:26:33,Conversation,contribution,methods,"['October 27, 2020', 'last year’s']",2
Histories of Disintegration,29830,2020-11-21T12:26:33,Film,contribution,methods,"['October 27, 2020', 'last year’s']",2
A Singularity of Time and Place,25454,2020-05-11T12:56:57,Field Work,contribution,methods,"['a late afternoon', 'the last hours', 'seconds']",3
A Singularity of Time and Place,25454,2020-05-11T12:56:57,Reflection,contribution,methods,"['a late afternoon', 'the last hours', 'seconds']",3
"How Not What—Power, Time &#038; Landscape",4330,2019-08-25T16:03:10,Reflection,contribution,methods,"['March 10, 2019']",1
Hurricane Katrina,21889,2014-11-23T11:16:12,Case Study,contribution,methods,[],0
Imagination of the Terra,13278,2017-02-07T14:41:52,Sensing,contribution,methods,"['Jan 26, 2017', 'Jan 26, 2017']",2
Imagine the Anthropocene with a Little Help from the Monster in You&#8230;,23936,2014-11-23T12:08:49,Case Study,contribution,methods,"['1770', 'decades', 'a geological period later', 'today', '1823']",5
Imagine the Anthropocene with a Little Help from the Monster in You&#8230;,23936,2014-11-23T12:08:49,Sensing,contribution,methods,"['1770', 'decades', 'a geological period later', 'today', '1823']",5
Imagining an Economy Based on Care,25468,2020-05-11T13:26:48,Engagement,contribution,methods,"['1991', 'two centuries', 'this day', '2019', 'the twentieth century', 'overnight', '1991', '2004', '2014', 'only two hours', 'some fifty years ago']",11
Imagining an Economy Based on Care,25468,2020-05-11T13:26:48,Reflection,contribution,methods,"['1991', 'two centuries', 'this day', '2019', 'the twentieth century', 'overnight', '1991', '2004', '2014', 'only two hours', 'some fifty years ago']",11
Inside the Museum,22880,2014-11-23T11:36:11,Reflection,contribution,methods,"['2014', 'Today', 'fifteen years ago']",3
Interspecies Accomplices: Cultivating Conspiracy at the Royal Botanic Gardens Victoria,11816,2018-11-07T16:47:37,Field Work,contribution,methods,"['2017', '2090', '1846', 'the nineteenth century', '8211', '8211', '2015', 'many hours', '1770', 'eighteenth-century', '2017', '2015', '2005']",13
On Fences: A Collage,22862,2014-11-23T11:12:31,Reflection,contribution,methods,"['1993', '2004', '1865', '2014']",4
Fieldwork Matters,24200,2020-06-18T15:52:44,Reflection,contribution,methods,"['October 23, 2019', 'around noon', 'a few hours', 'April 23, 1940', 'the very first day', 'the night', 'weeks', '2015', 'over the past few years', 'a couple weeks later', '2017', 'The day', 'centuries', 'several thousands years ago', 'today', '1999', '2019', 'the couple days']",18
IOWAY,28798,2019-12-21T12:52:01,Conversation,contribution,methods,"['six months', '2019', 'today', 'early March 2019', 'the next six months', 'several months', '1837', '1837', '1837', 'a people ages ago', '1999', '1800s', 'the 1600s', '1700', 'hundreds of years', '1836', 'the 1850s and', '1860s', 'about 3,000 years ago', 'a couple of years ago', '1837', '2000', 'hundreds of years', 'A few days ago', 'at least 170 years', '1830', 'the 1500s', 'three or four years', '1940', 'the 1870s', 'the 1880s', 'the 1940s', 'centuries', 'the 1700s', '1670', '2013', 'March', 'the 1970s', 'weeks', '60 years old', 'next year', '2008', '1-5', 'today', 'this year', 'the ‘30s', 'every year', '1986', 'March', 'today', 'the year', 'March']",52
IOWAY,28798,2019-12-21T12:52:01,Reflection,contribution,methods,"['six months', '2019', 'today', 'early March 2019', 'the next six months', 'several months', '1837', '1837', '1837', 'a people ages ago', '1999', '1800s', 'the 1600s', '1700', 'hundreds of years', '1836', 'the 1850s and', '1860s', 'about 3,000 years ago', 'a couple of years ago', '1837', '2000', 'hundreds of years', 'A few days ago', 'at least 170 years', '1830', 'the 1500s', 'three or four years', '1940', 'the 1870s', 'the 1880s', 'the 1940s', 'centuries', 'the 1700s', '1670', '2013', 'March', 'the 1970s', 'weeks', '60 years old', 'next year', '2008', '1-5', 'today', 'this year', 'the ‘30s', 'every year', '1986', 'March', 'today', 'the year', 'March']",52
IOWAY,28798,2019-12-21T12:52:01,Storytelling,contribution,methods,"['six months', '2019', 'today', 'early March 2019', 'the next six months', 'several months', '1837', '1837', '1837', 'a people ages ago', '1999', '1800s', 'the 1600s', '1700', 'hundreds of years', '1836', 'the 1850s and', '1860s', 'about 3,000 years ago', 'a couple of years ago', '1837', '2000', 'hundreds of years', 'A few days ago', 'at least 170 years', '1830', 'the 1500s', 'three or four years', '1940', 'the 1870s', 'the 1880s', 'the 1940s', 'centuries', 'the 1700s', '1670', '2013', 'March', 'the 1970s', 'weeks', '60 years old', 'next year', '2008', '1-5', 'today', 'this year', 'the ‘30s', 'every year', '1986', 'March', 'today', 'the year', 'March']",52
Islands. Colonialism and Geopolitics,32335,2016-11-15T15:33:19,Engagement,contribution,methods,[],0
Islands. Colonialism and Geopolitics,32335,2016-11-15T15:33:19,Reflection,contribution,methods,[],0
Jakarta: A Colonial Water-Management Fantasy Park,31951,2017-04-15T12:42:51,Conversation,contribution,methods,[],0
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Case Study,contribution,methods,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Engagement,contribution,methods,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
KAIROS Earthquake Early Warning Application,18615,2016-04-23T10:29:26,Intervention,contribution,methods,"['April 20', 'February 20 2015', '1999', '2001', '2016', '2013', 'recent decades', '2011', '1 March 2010', '2012', 'a few seconds', 'A few seconds', '2014', 'the past decades', '2015', 'seconds', 'tens of seconds', 'the seconds', 'February 1, 2010', '2007', 'September 11, 2004', 'only seconds', '2013', 'November 4, 2011', '2015', '2013', 'March 31, 2014', 'daily', '2014', 'November 18–20']",30
Kansan—View from Iowa Point,28717,2019-12-21T11:56:23,Field Work,contribution,methods,"['2018', 'annual', 'the earliest days', '600,000 years ago', 'July 4, 1804', '1825', 'the 1980s', '20 (1991', '2006', '2018', '2011', '2017']",12
Kansan—View from Iowa Point,28717,2019-12-21T11:56:23,Reflection,contribution,methods,"['2018', 'annual', 'the earliest days', '600,000 years ago', 'July 4, 1804', '1825', 'the 1980s', '20 (1991', '2006', '2018', '2011', '2017']",12
Kansan—View from Iowa Point,28717,2019-12-21T11:56:23,Storytelling,contribution,methods,"['2018', 'annual', 'the earliest days', '600,000 years ago', 'July 4, 1804', '1825', 'the 1980s', '20 (1991', '2006', '2018', '2011', '2017']",12
"Kish, an Island Indecisive by Design",27459,2017-04-15T14:41:37,Storytelling,contribution,methods,[],0
Knowing Together,29842,2020-11-21T12:25:22,Case Study,contribution,methods,"['October 28, 2020', 'October 28, 2020', 'last year']",3
Knowing Together,29842,2020-11-21T12:25:22,Conversation,contribution,methods,"['October 28, 2020', 'October 28, 2020', 'last year']",3
La Arboleda,22137,2014-11-23T17:27:54,Case Study,contribution,methods,"['the 3rd‒4th century', 'the twentieth century', '2014', 'between 1876 and 1930', 'the end of the nineteenth century', 'today', 'today', 'the 1970s', 'Today', '1902', 'the nineteenth century']",11
Land Acknowledgement Statement,8737,2019-09-11T09:49:16,Reflection,contribution,methods,"['August 27–29, 2019', 'September 25–29, 2019']",2
Layers of Violence,27407,2020-07-28T09:04:31,Engagement,contribution,methods,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Field Work,contribution,methods,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Reflection,contribution,methods,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Layers of Violence,27407,2020-07-28T09:04:31,Teaching,contribution,methods,"['today', 'January 8, 1811', '1804', 'two days later', 'present-day', 'November 2019', 'November 2019', 'the eighteenth and nineteenth centuries', '1865', 'the decades', '1808', '1883', '1883', 'the 1850s', '1811', 'Today', 'Three hundred years', '1853', 'today', 'the nineteenth century', '1856', '1864', 'March 4, 1864', 'February 18, 1864', 'July 29, 1864', 'July 29, 1864', 'the eighteenth and nineteenth centuries', 'today', 'the early twentieth century', '1901', '1906', '1909', 'the late twentieth century', 'Today', 'Today', 'today']",36
Limits to Growth,21962,2014-11-23T12:42:45,Reflection,contribution,methods,"['1972', '2011', '1962;Rachel', '1962', '1968', '1968', 'the spring of 1968', '1972', '1970', '1971', '1972', '1971', '1972', '1900 to 2011', '2007', '200-year', 'the early 1900s to the 1970s', 'today', 'Today', '2007', '2012', '2008']",22
Living Arctic Infrastructures,31546,2018-11-06T16:42:36,Field Study,contribution,methods,[],0
Lost Voices,27331,2020-07-28T08:19:23,Conversation,contribution,methods,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Lost Voices,27331,2020-07-28T08:19:23,Engagement,contribution,methods,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Lost Voices,27331,2020-07-28T08:19:23,Reflection,contribution,methods,"['centuries', 'nineteenth-century', '2019', 'the past couple of hundred years', '1955', '1940', 'November 2019', 'November 2019', 'November 2019', '2019']",10
Louisiana: A Planetary Reactor,27581,2020-07-31T13:00:59,Case Study,contribution,methods,"['the 1930s', '1942', 'Two minutes later', 'one day', 'the late 1920s', 'the first years', 'the next week', 'the next days', 'One evening', 'Christmas', 'today', '2018', 'the seventeenth century', 'the middle of the nineteenth century', 'December 18, 1865', 'today', 'the 1990s', '1750', '1860', '2014', '1999', '2015', 'As early as 1920', '1937', '1948', 'a week', 'the day', 'a few days', 'one day']",29
Louisiana: A Planetary Reactor,27581,2020-07-31T13:00:59,Engagement,contribution,methods,"['the 1930s', '1942', 'Two minutes later', 'one day', 'the late 1920s', 'the first years', 'the next week', 'the next days', 'One evening', 'Christmas', 'today', '2018', 'the seventeenth century', 'the middle of the nineteenth century', 'December 18, 1865', 'today', 'the 1990s', '1750', '1860', '2014', '1999', '2015', 'As early as 1920', '1937', '1948', 'a week', 'the day', 'a few days', 'one day']",29
Louisiana: A Planetary Reactor,27581,2020-07-31T13:00:59,Field Work,contribution,methods,"['the 1930s', '1942', 'Two minutes later', 'one day', 'the late 1920s', 'the first years', 'the next week', 'the next days', 'One evening', 'Christmas', 'today', '2018', 'the seventeenth century', 'the middle of the nineteenth century', 'December 18, 1865', 'today', 'the 1990s', '1750', '1860', '2014', '1999', '2015', 'As early as 1920', '1937', '1948', 'a week', 'the day', 'a few days', 'one day']",29
Lounging Through the Flood,6184,2019-08-28T15:04:16,Experiment,contribution,methods,"['recent decades', 'Ninety-two years ago', '1927']",3
Lounging Through the Flood,6184,2019-08-28T15:04:16,Intervention,contribution,methods,"['recent decades', 'Ninety-two years ago', '1927']",3
Mapping: An Exercise in Cartography,22847,2014-11-23T10:28:09,Reflection,contribution,methods,"['May 9, 2014', '12/07/2015']",2
Mapping: An Exercise in Cartography,22847,2014-11-23T10:28:09,Teaching,contribution,methods,"['May 9, 2014', '12/07/2015']",2
Measuring Loss,27977,2020-08-07T13:44:44,Conversation,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Measuring Loss,27977,2020-08-07T13:44:44,Engagement,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Measuring Loss,27977,2020-08-07T13:44:44,Field Study,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Measuring Loss,27977,2020-08-07T13:44:44,Reflection,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Measuring Loss,27977,2020-08-07T13:44:44,Sensing,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Measuring Loss,27977,2020-08-07T13:44:44,Storytelling,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Measuring Loss,27977,2020-08-07T13:44:44,Teaching,contribution,methods,"['every hundred minutes', 'years', 'A thousand years from now', '1540', 'Another hundred years', 'November 2019', 'the spring of 2019', 'the minute', '2012', 'Jan 15, 2015:', 'May 21, 2020', '53-76', 'the two days', '1718', '1718', '300-year anniversary', 'the same year', '1719', 'two weeks', '300-year anniversary', '1803', '1804', 'Four years later', '1808', '1812', '1820', 'Between 1804 and 1862', '1812', 'Today', 'daily', '2004', 'mid-twentieth-century', 'the 1930s', 'the late 1960s', '80s', 'May 1, 2004', 'July 31, 2020', '2005', 'Summer 2020', 'November 2015', '1959Ed', '1960', 'the early French days', 'Today', '6 p.m. Twelve', 'Summer 2013', 'five years', 'Today', '1960', 'every hundred minutes', 'daily', '2010', 'almost two decades', 'the 1950s', 'the weekend', 'a few days', 'Last year', 'as long as 30 years', 'each decade', 'the twentieth century', 'hours', 'June 2014', 'two days', 'two days', '2019', 'October 30, 2019', 'April 6, 2019', 'the viewing hours', 'centuries']",69
Meeker Dam,17167,2020-02-09T14:50:36,Reflection,contribution,methods,"['1907', '1912', 'the end of summer', '2003', '1849 to ’53', '54', '1998', '2003', 'today', '1852', '1851', '1862', 'a decade', 'the winter of', 'today', 'Sept. 27, 1905', '1912', '1925', 'the following decades', '2016', 'Today', 'day', '167 years ago', '2015', 'centuries', '2018', '224–42', 'today', 'today', 'Today', 'Quarterly', '2017', 'today']",33
Memories of the Yagán: The Chilean Automobile for the People,27266,2017-04-15T08:08:00,Conversation,contribution,methods,[],0
Meskonsing—Indian Lake / Convergence #1,28933,2019-12-21T12:26:59,Field Work,contribution,methods,"['today', 'two and a half million years', '2017', '2009', '78', '1947', '1873', '1838', 'two years', 'Today', 'several hundred years', 'Today', '1977', '2010', 'afternoon', 'July of 1832', 'July 21, 1832', 'late that afternoon', '1997', 'summer', '2007', 'the “many years', 'the present-day', '10,000+ years', '1837', 'July 1864', '1914', 'September 4, 1914', '17', '1980', 'about 20,000 years ago', 'the last Ice Age', 'the great Ice Ages of the Pleistocene Epoch', 'only about 10,000 years ago', '1848', 'May Day', '2013', '1800', '1800', '2013', 'several hundred years', 'the 19th century', '1800', '1983', '2017', '53-84', '2018', '14', '61', '2013', 'January 2018', '2018', '2017', 'June 16, 2018', '1610', '2015', 'more than five centuries', 'March 19, 2019', '1619', '1950', '1610', '1832', '2019', 'August 1-2, 1832', 'just four years later', '2007', '2019', '1832', 'only four months', '1787', '1787', '1832', '1804', 'a year', '1804', '1882', '23', 'Today', 'present-day', '1804', 'the early 1800s', '2019', '1997-98', '1832', '1998', '4 hours', '7 hour', '3 hours', 'one day', '1930', '1916', '1832', '1837-1868', 'Today', 'thousands of years', '2014', 'the end of the Ice Age', '11,000 years ago', '11,000 years ago', '2014', 'July 4, 1976', 'bicentennial', 'April 3, 2018', '2016', '88', 'summer', 'the end of the century', '1838', 'April 18, 2018', '2003', '1897', 'about 13,000 years ago', 'the next 4,000 years', '1915', 'October 28, 2015', '1998', 'today', 'the 1970s', '1974 to 1981', '2017', '2013', '2019', '24', '28']",124
